Date,Close,Change,Fluctuation,Open,High,Low,Volume,Transaction,Market_cap
2000.11.16,808.6,-7.8,-0.96,821.1,822,798.3,293792,1573883,4.33E+07
2000.11.15,816.4,15.5,1.94,819.3,834.4,808.4,368411,2107868,4.37E+07
2000.11.14,800.9,20.2,2.59,782.3,800.9,782.3,287888,1551583,4.28E+07
2000.11.13,780.7,-27.6,-3.41,797.2,798,775.8,243222,1270622,4.17E+07
2000.11.10,808.3,7.2,0.9,800.5,810.9,798.4,246806,1422360,4.31E+07
2000.11.9,801.1,8,1.01,785.3,801.1,785.3,211886,1227868,4.28E+07
2000.11.8,793.1,-3.2,-0.4,793.8,804.5,784.2,238409,1323758,4.23E+07
2000.11.7,796.3,-8.3,-1.03,803.9,810.3,790.6,276220,1405711,4.25E+07
2000.11.6,804.6,9.2,1.16,794,816.9,792.1,246735,1382795,4.30E+07
2000.11.3,795.4,12.9,1.65,800.7,809.8,788.2,242359,1377957,4.23E+07
2000.11.2,782.5,18.9,2.48,758,790.1,755.7,253108,1388413,4.16E+07
2000.11.1,763.6,16.8,2.25,762,771.1,756.8,240430,1262263,4.07E+07
2000.10.31,746.8,5,0.67,719.3,748,676.9,225536,1236052,3.97E+07
2000.10.30,741.8,-41.9,-5.35,776.4,779.8,735.2,167697,1009112,3.94E+07
2000.10.27,783.7,-10.1,-1.27,806.4,810.1,780.5,222760,1279965,4.15E+07
2000.10.26,793.8,-14.8,-1.83,793.8,802,785.4,195672,1174336,4.21E+07
2000.10.25,808.6,-0.3,-0.04,805,816.2,801.7,214528,1213520,4.30E+07
2000.10.24,808.9,12.5,1.57,793.6,809.8,784.8,204716,1176483,4.31E+07
2000.10.23,796.4,-29.8,-3.61,820,829.8,794.4,182368,1132455,4.24E+07
2000.10.20,826.2,27.8,3.48,834.7,840.9,822.5,221935,1265368,4.41E+07
2000.10.19,798.4,-4.2,-0.52,793.6,820.4,786.9,204512,1106926,4.25E+07
2000.10.18,802.6,-1.4,-0.17,788.5,811.4,758.2,240996,1299765,4.26E+07
2000.10.17,804,-63.1,-7.28,849.6,860.1,791.1,218196,1257014,4.29E+07
2000.10.16,867.1,66.9,8.36,858.5,873.9,851.3,193926,1189044,4.62E+07
2000.10.13,800.2,-39.3,-4.68,792.4,800.2,762.8,199211,1114923,4.29E+07
2000.10.12,839.5,-19,-2.21,830.6,855.4,828.2,210681,1205122,4.48E+07
2000.10.11,858.5,-71.9,-7.73,908.7,913.9,842.4,240768,1429151,4.55E+07
2000.10.10,930.4,-5.1,-0.55,935.8,949.4,908.4,253207,1635993,4.93E+07
2000.10.9,935.5,-2.7,-0.29,948.4,963.7,926.1,298965,1805970,4.97E+07
2000.10.6,938.2,15.4,1.67,917.3,948.9,916.6,270567,1668918,5.00E+07
2000.10.5,922.8,25.8,2.88,912.5,934.6,912.5,333757,1790652,4.91E+07
2000.10.4,897,-6.3,-0.7,878.4,908.2,874.1,268730,1408523,4.75E+07
2000.10.2,903.3,1.6,0.18,887.6,915,873.6,224694,1358417,4.74E+07
2000.9.29,901.7,33.1,3.81,886.9,915.1,868.3,232218,1375824,4.70E+07
2000.9.28,868.6,2.9,0.33,875.2,889.1,844.8,221746,1325043,4.52E+07
2000.9.27,865.7,50.3,6.17,818.3,884.4,818.3,238071,1399970,4.49E+07
2000.9.26,815.4,23.6,2.98,781.7,818.6,780.8,177680,1025176,4.23E+07
2000.9.25,791.8,27.2,3.56,761.5,800.4,751.6,162376,889934,4.10E+07
2000.9.22,764.6,-63.9,-7.71,804.8,804.8,752.5,120711,614503,3.96E+07
2000.9.21,828.5,-43.8,-5.02,865.2,868.1,813,143075,861556,4.25E+07
2000.9.20,872.3,30.1,3.57,867,880,865.3,158361,913270,4.35E+07
2000.9.19,842.2,-44.3,-5,844.8,868.4,821.9,149064,911173,4.20E+07
2000.9.18,886.5,-106,-10.68,948.1,948.1,877.6,111418,683048,4.42E+07
2000.9.15,992.5,-28.2,-2.76,1013.4,1037.6,989.6,151000,1079528,4.93E+07
2000.9.14,1020.7,-3,-0.29,1001.4,1020.7,985.4,111585,759780,5.05E+07
2000.9.8,1023.7,3.8,0.37,1021.7,1028.2,996.3,132607,1071318,5.11E+07
2000.9.7,1019.9,-54.2,-5.05,1061.1,1061.1,1015.4,173399,1263639,5.09E+07
2000.9.6,1074.1,-3.1,-0.29,1068.5,1088.1,1063.9,183370,1471738,5.34E+07
2000.9.5,1077.2,0.9,0.08,1076.9,1083.2,1058.9,175968,1595607,5.36E+07
2000.9.4,1076.3,-13.1,-1.2,1077.6,1095.3,1072.8,170426,1412670,5.37E+07
2000.9.1,1089.4,3.5,0.32,1086,1103,1073.7,229237,1766279,5.42E+07
2000.8.31,1085.9,-33.6,-3,1121,1122.8,1057.1,199184,1571847,5.41E+07
2000.8.30,1119.5,-8.8,-0.78,1133.3,1134,1113.4,212091,1726289,5.56E+07
2000.8.29,1128.3,-28.5,-2.46,1158.1,1158.1,1125.9,253875,2240836,5.59E+07
2000.8.28,1156.8,76.6,7.09,1095.3,1156.8,1094.5,289245,2220285,5.71E+07
2000.8.25,1080.2,8.6,0.8,1070.5,1082.4,1056.7,300738,1867409,5.35E+07
2000.8.24,1071.6,-29.1,-2.64,1101.8,1107,1051.7,222910,1867092,5.33E+07
2000.8.23,1100.7,-37.5,-3.29,1139.7,1140.5,1093,201873,1781702,5.44E+07
2000.8.22,1138.2,13.4,1.19,1126.4,1142.9,1119.3,258184,2265719,5.61E+07
2000.8.21,1124.8,-23.8,-2.07,1136.4,1143.4,1119.8,189195,1738448,5.56E+07
2000.8.18,1148.6,-21.2,-1.81,1170.3,1174.9,1126.9,193639,1717282,5.69E+07
2000.8.17,1169.8,-16.8,-1.42,1194.9,1196.5,1163.2,222502,2147760,5.76E+07
2000.8.16,1186.6,28.4,2.45,1159,1186.6,1159,209131,1886247,5.86E+07
2000.8.14,1158.2,-5.7,-0.49,1169.7,1178.8,1151.5,176734,1575132,5.70E+07
2000.8.11,1163.9,-20.3,-1.71,1175.8,1190.5,1156.2,224246,1942271,5.71E+07
2000.8.10,1184.2,-6.5,-0.55,1185.2,1193.5,1170,235285,2049512,5.73E+07
2000.8.9,1190.7,18.1,1.54,1172.9,1190.7,1165.8,248018,2377750,5.77E+07
2000.8.8,1172.6,-22.3,-1.87,1200,1213.7,1164.5,238342,2345739,5.70E+07
2000.8.7,1194.9,-43.9,-3.54,1236.8,1248.3,1191.5,244483,2222149,5.68E+07
2000.8.4,1238.8,-26.3,-2.08,1286.6,1291.2,1231.9,307360,2743008,5.87E+07
2000.8.3,1265.1,55.9,4.62,1225.7,1296.3,1225.7,332099,3060360,5.96E+07
2000.8.2,1209.2,6.1,0.51,1204.9,1227.6,1195.5,260551,2554769,5.71E+07
2000.8.1,1203.1,45.1,3.89,1167.9,1206.6,1159.7,252769,2373741,5.66E+07
2000.7.31,1158,13.5,1.18,1118.1,1169.4,1106.6,195369,1971250,5.43E+07
2000.7.28,1144.5,-41.3,-3.48,1175.3,1176.1,1129.4,220681,1950336,5.40E+07
2000.7.27,1185.8,3.5,0.3,1177.9,1196.5,1168.1,198814,1887128,5.57E+07
2000.7.26,1182.3,9.6,0.82,1184.1,1201.6,1157.6,202003,2137980,5.51E+07
2000.7.25,1172.7,3.6,0.31,1153.4,1177.2,1120.4,196671,2109980,5.46E+07
2000.7.24,1169.1,-72.2,-5.82,1217.6,1229.2,1166.5,170423,1590366,5.40E+07
2000.7.21,1241.3,-10.2,-0.82,1267.8,1274.9,1239.1,183019,1772373,5.71E+07
2000.7.20,1251.5,2.9,0.23,1218,1262,1167.3,217259,2391965,5.75E+07
2000.7.19,1248.6,-78.6,-5.92,1307.2,1309.4,1237.8,175671,1701709,5.73E+07
2000.7.18,1327.2,-24.5,-1.81,1355.6,1367.5,1305.9,168514,1871747,6.12E+07
2000.7.14,1351.7,-17,-1.24,1375,1386.5,1338.1,184569,2003411,6.19E+07
2000.7.13,1368.7,-21.5,-1.55,1383.1,1397.9,1365.2,200486,2330210,6.22E+07
2000.7.12,1390.2,30.7,2.26,1353.6,1395.4,1324.5,228912,2720971,6.29E+07
2000.7.11,1359.5,-61.3,-4.31,1420.1,1428.2,1347.6,225236,2383513,6.20E+07
2000.7.10,1420.8,4.3,0.3,1420,1441.2,1403.5,198671,2171456,6.35E+07
2000.7.7,1416.5,8.2,0.58,1420.4,1435.5,1399.7,185797,2310307,6.30E+07
2000.7.6,1408.3,-28.6,-1.99,1397.6,1424.9,1367.6,200908,2392487,6.23E+07
2000.7.5,1436.9,-79.9,-5.27,1492.2,1504.2,1372.9,231533,2509814,6.29E+07
2000.7.4,1516.8,-28.6,-1.85,1545.8,1554.7,1509.9,196450,2302488,6.61E+07
2000.7.3,1545.4,26.8,1.76,1511.7,1559.4,1511.7,181126,2323343,6.62E+07
2000.6.30,1518.6,-17.1,-1.11,1520.4,1538.7,1505.2,192499,2814557,6.51E+07
2000.6.29,1535.7,-24.2,-1.55,1577.6,1583.6,1517.7,230643,3134884,6.58E+07
2000.6.28,1559.9,2.1,0.13,1547.4,1586.6,1532.7,234446,3132958,6.64E+07
2000.6.27,1557.8,0.8,0.05,1587.6,1596.9,1545.5,243463,3439546,6.62E+07
2000.6.26,1557,65,4.36,1488.2,1561,1488.2,223012,2949992,6.55E+07
2000.6.23,1492,-14.9,-0.99,1472.6,1493.2,1466,197424,2620149,6.28E+07
2000.6.22,1506.9,-13.2,-0.87,1545.9,1558.9,1483,243938,3093583,6.33E+07
2000.6.21,1520.1,58.9,4.03,1495,1547.7,1486,261165,3097716,6.30E+07
2000.6.20,1461.2,37.4,2.63,1462.6,1479.7,1424.3,224573,2702695,6.07E+07
2000.6.19,1423.8,-44.9,-3.06,1446.2,1492.6,1423.7,223145,2816184,5.90E+07
2000.6.16,1468.7,34.5,2.41,1408.3,1509.9,1383.2,227564,3002601,6.05E+07
2000.6.15,1434.2,-113.4,-7.33,1525.4,1545.7,1423,194195,2222742,5.88E+07
2000.6.14,1547.6,-12.5,-0.8,1586.7,1623.3,1527,210718,2746119,6.26E+07
2000.6.13,1560.1,-106,-6.36,1642.3,1681.2,1556.5,249684,3297390,6.28E+07
2000.6.12,1666.1,4.3,0.26,1646.6,1687.3,1612.8,229289,3095041,6.67E+07
2000.6.9,1661.8,-36.9,-2.17,1681.2,1703.2,1615.4,234617,3755860,6.65E+07
2000.6.8,1698.7,30.2,1.81,1724.7,1738.6,1647.4,318151,4431419,6.71E+07
2000.6.7,1668.5,82.6,5.21,1581.7,1684,1556.7,330139,4095671,6.63E+07
2000.6.5,1585.9,96,6.44,1553.1,1590.5,1551,274664,2935672,6.33E+07
2000.6.2,1489.9,21.5,1.46,1551.7,1574.5,1455.8,314805,3916888,5.94E+07
2000.6.1,1468.4,26.9,1.87,1456.9,1517.1,1403.6,287018,3675709,5.83E+07
2000.5.31,1441.5,135.7,10.39,1376.5,1445.5,1376.5,212509,2202597,5.72E+07
2000.5.30,1305.8,78,6.35,1264.5,1311.9,1257.7,229532,2661876,5.21E+07
2000.5.29,1227.8,-5,-0.41,1187.6,1273.5,1179,191474,2154907,4.95E+07
2000.5.26,1232.8,-42.6,-3.34,1264.6,1322,1221.3,264343,3424639,5.00E+07
2000.5.25,1275.4,120.8,10.46,1198.4,1281.7,1198.4,194303,2179693,5.17E+07
2000.5.24,1154.6,-28.7,-2.43,1146.9,1180.6,1102.5,215292,2510882,4.71E+07
2000.5.23,1183.3,-40.8,-3.33,1170.6,1212.3,1140.3,197485,2319056,4.78E+07
2000.5.22,1224.1,-125.9,-9.33,1302.5,1319.9,1212.5,172701,2085134,4.92E+07
2000.5.19,1350,-13.7,-1,1316.5,1363.4,1239.9,230438,3233886,5.41E+07
2000.5.18,1363.7,-136.6,-9.1,1415.5,1415.5,1360.8,166278,2403992,5.47E+07
2000.5.17,1500.3,-113.7,-7.04,1638.7,1659.2,1479.3,258854,3640526,5.96E+07
2000.5.16,1614,-43.9,-2.65,1649.6,1651.6,1557.3,213625,3291909,6.36E+07
2000.5.15,1657.9,-116.3,-6.56,1780.4,1782.2,1633.3,279607,4089235,6.46E+07
2000.5.12,1774.2,-3.5,-0.2,1792.1,1814.2,1769.1,253718,3766654,6.83E+07
2000.5.10,1777.7,45.4,2.62,1725.7,1806.2,1724.2,237487,3576799,6.83E+07
2000.5.9,1732.3,-2,-0.12,1720.3,1738.6,1685.2,210672,3414416,6.65E+07
2000.5.8,1734.3,41.6,2.46,1752.6,1787.4,1731.2,221819,3000843,6.61E+07
2000.5.4,1692.7,36.9,2.23,1664,1717.6,1652.5,200055,2815474,6.43E+07
2000.5.3,1655.8,-11.2,-0.67,1645,1671.7,1627.6,146437,2270828,6.24E+07
2000.5.2,1667,85.2,5.39,1599.2,1689.7,1585.6,179490,2393719,6.25E+07
2000.4.28,1581.8,6.6,0.42,1601.4,1616.1,1528.2,134451,1881510,5.94E+07
2000.4.27,1575.2,-86.8,-5.22,1624.4,1656,1563.5,131696,1851712,5.90E+07
2000.4.26,1662,-35.5,-2.09,1766.4,1777.1,1652.7,169253,2559998,6.09E+07
2000.4.25,1697.5,-8.5,-0.5,1657.1,1710.6,1630.7,151328,2076202,6.21E+07
2000.4.24,1706,-86.5,-4.83,1804.8,1810.1,1701.7,185978,2507738,6.24E+07
2000.4.21,1792.5,105.7,6.27,1713.4,1817.1,1680.1,243547,3320189,6.53E+07
2000.4.20,1686.8,-9.8,-0.58,1664.4,1691.6,1633.8,140847,1874963,6.12E+07
2000.4.19,1696.6,26.7,1.6,1754.9,1774.8,1654.2,174686,2550134,6.19E+07
2000.4.18,1669.9,-65.5,-3.77,1799.3,1861.6,1607.2,191381,2821182,6.09E+07
2000.4.17,1735.4,-223.3,-11.4,1793.5,1793.5,1732.8,71250,681154,6.29E+07
2000.4.14,1958.7,-128,-6.13,1971.5,2013.8,1933.4,131257,1872315,7.04E+07
2000.4.12,2086.7,31.6,1.54,2041.4,2099.5,2006.1,166218,2840457,7.41E+07
2000.4.11,2055.1,-180.7,-8.08,2121.8,2124.2,2040.1,136307,2815716,7.30E+07
2000.4.10,2235.8,176.1,8.55,2188.9,2239.6,2182.8,163781,2210309,7.82E+07
2000.4.7,2059.7,146.6,7.66,1961.2,2073.7,1961.2,170890,2262531,7.22E+07
2000.4.6,1913.1,-21.6,-1.12,1931.9,1989.3,1886.3,183364,2847848,6.74E+07
2000.4.4,1934.7,-109.6,-5.36,1914,1944.6,1865.6,134797,1903717,6.81E+07
2000.4.3,2044.3,-168.4,-7.61,2225.1,2251.7,2025.6,132713,2137072,7.20E+07
2000.3.31,2212.7,-48.1,-2.13,2196.2,2256.9,2176.4,143709,2414707,7.75E+07
2000.3.30,2260.8,-71,-3.04,2238.6,2271.7,2204.4,143583,2708136,7.75E+07
2000.3.29,2331.8,-86,-3.56,2379.2,2436.5,2313,187835,3361317,8.01E+07
2000.3.28,2417.8,14.4,0.6,2418.3,2472.9,2385.8,190963,3622108,8.24E+07
2000.3.27,2403.4,76.6,3.29,2326.2,2424.2,2304.3,200287,3266356,8.19E+07
2000.3.24,2326.8,7.2,0.31,2331,2346.9,2264.5,179600,2731627,7.92E+07
2000.3.23,2319.6,-6.8,-0.29,2404.5,2432.7,2280.8,230632,3896544,7.88E+07
2000.3.22,2326.4,133.7,6.1,2237.4,2395.7,2237.4,236652,3844034,7.86E+07
2000.3.21,2192.7,-115.5,-5,2160.4,2252.4,2105.9,227737,3874561,7.40E+07
2000.3.20,2308.2,-187.3,-7.51,2454.4,2454.4,2283.8,151674,2471732,7.70E+07
2000.3.17,2495.5,-159.5,-6.01,2663.7,2685.7,2470.3,202890,3554378,8.26E+07
2000.3.16,2655,-56.4,-2.08,2714.7,2744.4,2611.9,244458,4333502,8.71E+07
2000.3.15,2711.4,-55.9,-2.02,2729.8,2791.9,2701.5,281672,5029057,8.93E+07
2000.3.14,2767.3,-27.2,-0.97,2745.5,2803.5,2689.5,321090,5152577,9.11E+07
2000.3.13,2794.5,-39.9,-1.41,2861.4,2895.6,2774.3,259182,4843680,9.18E+07
2000.3.10,2834.4,15.5,0.55,2894.6,2925.5,2815.9,260091,5650164,9.29E+07
2000.3.9,2818.9,112.2,4.15,2765.6,2818.9,2761.4,264056,4713166,9.26E+07
2000.3.8,2706.7,40.8,1.53,2605.2,2741.1,2587.5,253639,4560030,8.93E+07
2000.3.7,2665.9,-16.6,-0.62,2624.5,2701.1,2541.7,236971,4648198,8.84E+07
2000.3.6,2682.5,-41.5,-1.52,2819.7,2843,2663.6,225930,4847509,8.90E+07
2000.3.3,2724,-87,-3.09,2751,2751,2620.4,276420,5939426,9.03E+07
2000.3.2,2811,147.3,5.53,2798.3,2852,2744.3,196139,5059956,9.19E+07
2000.2.29,2663.7,112.1,4.39,2613.7,2672.7,2569.9,200071,4364670,8.67E+07
2000.2.28,2551.6,-82.6,-3.14,2591,2668,2526.7,202388,5016646,8.58E+07
2000.2.25,2634.2,-9.1,-0.34,2672.9,2729.3,2629.2,212457,5069437,8.86E+07
2000.2.24,2643.3,176.1,7.14,2599.5,2666.7,2552.3,221844,4769093,8.72E+07
2000.2.23,2467.2,-110.8,-4.3,2528.2,2551,2363.9,226026,5382898,8.22E+07
2000.2.22,2578,-15.6,-0.6,2642.7,2709,2527.6,234141,6330483,8.56E+07
2000.2.21,2593.6,-51.2,-1.94,2550.3,2669,2523.2,208773,5065981,8.55E+07
2000.2.18,2644.8,21.1,0.8,2684.5,2741.7,2644.7,229920,5104459,8.69E+07
2000.2.17,2623.7,104,4.13,2518.1,2674,2488.1,219250,5228446,8.60E+07
2000.2.16,2519.7,68.2,2.78,2368.3,2522.9,2293.6,196414,5310621,8.27E+07
2000.2.15,2451.5,-215.6,-8.08,2669,2724.4,2433.8,181737,4915010,8.09E+07
2000.2.14,2667.1,46.3,1.77,2686.1,2796.5,2511,211728,6421083,8.77E+07
2000.2.11,2620.8,163.9,6.67,2584.3,2667.7,2584.3,212640,4408818,8.61E+07
2000.2.10,2456.9,-14.5,-0.59,2383.4,2553.4,2353,186956,4711633,8.10E+07
2000.2.9,2471.4,134.9,5.77,2406.5,2489.7,2392,199325,4412060,8.21E+07
2000.2.8,2336.5,-58.4,-2.44,2481.1,2523.4,2267.7,217856,4877952,7.77E+07
2000.2.7,2394.9,217.9,10.01,2308.3,2400.3,2286.4,157020,2399962,8.00E+07
2000.2.3,2177,113.2,5.49,2111,2209.4,2108.7,162817,2865390,7.29E+07
2000.2.2,2063.8,76.2,3.83,1982.2,2067.6,1965.1,152431,2736385,6.98E+07
2000.2.1,1987.6,83.9,4.41,1992.2,2004.8,1943.9,134278,2131072,6.78E+07
2000.1.31,1903.7,43,2.31,1803.8,1929.2,1789.7,111851,1947675,6.55E+07
2000.1.28,1860.7,75.7,4.24,1771.1,1863.9,1768,91288,1722339,6.45E+07
2000.1.27,1785,-64.5,-3.49,1788.2,1810.2,1766.8,93715,1451903,6.04E+07
2000.1.26,1849.5,-28.5,-1.52,1919.4,1936,1790.2,96734,1774618,6.29E+07
2000.1.25,1878,-115.5,-5.79,1892.8,1953.5,1857.2,119806,2044825,6.31E+07
2000.1.24,1993.5,74.7,3.89,1926.7,2023,1926.7,117085,2418876,6.73E+07
2000.1.21,1918.8,22.5,1.19,1894.5,1972.9,1841.9,113823,2696360,6.49E+07
2000.1.20,1896.3,-28.8,-1.5,1889.3,1897.9,1771.8,99565,2320520,6.32E+07
2000.1.19,1925.1,-189.3,-8.95,2150.1,2160.7,1920.3,110987,2824431,6.40E+07
2000.1.18,2114.4,55.8,2.71,2067.1,2114.4,2053.1,104171,2285233,7.02E+07
2000.1.17,2058.6,24.3,1.19,2054.8,2113.3,1976.3,114106,2649236,6.79E+07
2000.1.14,2034.3,-88.1,-4.15,2153.8,2172.7,1976.6,102031,1986670,6.56E+07
2000.1.13,2122.4,-155.7,-6.83,2210.7,2210.7,2087.3,76436,1680959,7.03E+07
2000.1.12,2278.1,-145.8,-6.02,2293.2,2341.1,2235.9,88693,2081339,7.67E+07
2000.1.11,2423.9,113.1,4.89,2374.9,2446.5,2374.9,117279,2731492,8.21E+07
2000.1.10,2310.8,34.2,1.5,2363,2363.8,2184.1,94752,2466018,7.84E+07
2000.1.7,2276.6,-198.6,-8.02,2301.3,2324.9,2249.5,102454,1563156,8.12E+07
2000.1.6,2475.2,-154.3,-5.87,2670.5,2684.1,2396.5,109938,3166068,8.82E+07
2000.1.5,2629.5,-30.5,-1.15,2561.6,2635.8,2532.3,106351,2116231,9.28E+07
2000.1.4,2660,98.6,3.85,2583.8,2682.6,2528.5,64950,1771548,9.61E+07
1999.12.28,2561.4,-3.1,-0.12,2543.6,2594.4,2529.2,108537,2333197,9.87E+07
1999.12.27,2564.5,-1.8,-0.07,2558.1,2680.1,2525.5,120360,2649378,9.59E+07
1999.12.24,2566.3,-59.9,-2.28,2608.9,2619.6,2491.7,116373,2171618,9.05E+07
1999.12.23,2626.2,6.9,0.26,2645.6,2791.9,2620,136588,2253468,8.35E+07
1999.12.22,2619.3,92.9,3.68,2550.3,2649.2,2550.3,126189,2255525,7.98E+07
1999.12.21,2526.4,81.6,3.34,2464,2527.5,2464,123687,2250466,7.44E+07
1999.12.20,2444.8,53.6,2.24,2349.4,2447.5,2311.1,113128,2356035,6.51E+07
1999.12.17,2391.2,-193.8,-7.5,2544.9,2544.9,2355.9,108739,2202334,6.20E+07
1999.12.16,2585,-83.8,-3.14,2690.3,2760.7,2539.5,153101,2402013,6.25E+07
1999.12.15,2668.8,-64.4,-2.36,2721.7,2799.7,2664.4,124170,2317922,6.15E+07
1999.12.14,2733.2,76.5,2.88,2666.5,2781.5,2666.5,130900,2218399,6.05E+07
1999.12.13,2656.7,43,1.65,2639.2,2660.7,2519.5,137250,2555333,5.74E+07
1999.12.10,2613.7,105.9,4.22,2549.6,2672.2,2549.6,136200,2019005,5.51E+07
1999.12.9,2507.8,127.8,5.37,2377.1,2507.9,2377.1,134963,1915547,5.15E+07
1999.12.8,2380,80.8,3.51,2313,2380,2299,126449,1965364,4.82E+07
1999.12.7,2299.2,-21.4,-0.92,2343.3,2372.4,2294.3,125760,1951022,4.58E+07
1999.12.6,2320.6,119,5.41,2237.4,2328.1,2237.4,128541,1733149,3.76E+07
1999.12.3,2201.6,46.6,2.16,2150.2,2202.4,2067.9,115336,1718669,3.56E+07
1999.12.2,2155,-87.5,-3.9,2239.2,2264.7,2112.6,113268,1582640,3.46E+07
1999.12.1,2242.5,-49.5,-2.16,2281.4,2297,2199.5,145943,1823782,3.56E+07
1999.11.30,2292,35.7,1.58,2269.6,2344.1,2269.2,131652,1778772,3.60E+07
1999.11.29,2256.3,8.9,0.4,2218.8,2295.5,2190.6,128849,1727059,3.50E+07
1999.11.26,2247.4,-89.4,-3.83,2350.5,2403.1,2198.6,152766,2229323,3.45E+07
1999.11.25,2336.8,72.7,3.21,2294.9,2382.6,2294.9,145347,1783319,3.56E+07
1999.11.24,2264.1,14.3,0.64,2246.9,2296.6,2217.6,139398,1802557,3.44E+07
1999.11.23,2249.8,35.2,1.59,2220,2268.2,2198,132703,1485211,3.41E+07
1999.11.22,2214.6,31.3,1.43,2198.5,2231.1,2168,107148,1091312,3.32E+07
1999.11.19,2183.3,88.1,4.2,2102.8,2199.1,2102.8,116839,1345842,3.27E+07
1999.11.18,2095.2,-44.4,-2.08,2121.8,2121.8,2027.8,88159,1004993,3.14E+07
1999.11.17,2139.6,-108.9,-4.84,2260.2,2302.1,2114.9,123675,1529152,3.15E+07
1999.11.16,2248.5,23.2,1.04,2218.6,2269.3,2204.2,140468,1558715,3.28E+07
1999.11.15,2225.3,30.3,1.38,2220,2250.8,2150.8,160618,1457677,3.22E+07
1999.11.12,2195,-59.1,-2.62,2299.7,2360.6,2148.7,155853,1794459,3.18E+07
1999.11.11,2254.1,114.1,5.33,2162.7,2259.5,2162.7,142557,1530692,3.23E+07
1999.11.10,2140,71.4,3.45,2074.6,2165,2074.5,151526,1426506,3.06E+07
1999.11.9,2068.6,-48.4,-2.29,2119.5,2128,2012.5,147913,1446837,2.98E+07
1999.11.8,2117,94.2,4.66,2036.6,2152.7,2036.6,149930,1432510,3.04E+07
1999.11.5,2022.8,40.6,2.05,2001,2025.1,1978.3,150614,1251439,2.91E+07
1999.11.4,1982.2,39.9,2.05,1964.4,2006.1,1950.3,97761,978582,2.84E+07
1999.11.3,1942.3,42.3,2.23,1909.3,1963.4,1909.3,115255,1058735,2.79E+07
1999.11.2,1900,22.6,1.2,1885.2,1908.3,1858,99981,894357,2.73E+07
1999.11.1,1877.4,83.6,4.66,1841.7,1878.7,1840.8,84729,813466,2.70E+07
1999.10.29,1793.8,59.8,3.45,1752.6,1803.5,1744.2,77996,731948,2.59E+07
1999.10.28,1734,-11.9,-0.68,1740.7,1767.3,1697.2,60763,522934,2.49E+07
1999.10.27,1745.9,1.3,0.07,1756.6,1859.2,1737.2,125011,1044809,2.50E+07
1999.10.26,1744.6,35.6,2.08,1698.1,1747.4,1665.9,82365,614320,2.48E+07
1999.10.25,1709,-11,-0.64,1729,1751.1,1681.9,60154,477626,2.42E+07
1999.10.22,1720,19,1.12,1699.2,1720.8,1688.8,44478,372962,2.44E+07
1999.10.21,1701,-13.3,-0.78,1741.7,1754.4,1696.2,39567,282758,2.43E+07
1999.10.20,1714.3,34.9,2.08,1705.3,1718.1,1692.2,45906,352794,2.46E+07
1999.10.19,1679.4,-17.4,-1.03,1714.3,1731.7,1645.8,50903,411538,2.41E+07
1999.10.18,1696.8,-82.4,-4.63,1695.2,1747.8,1679.3,54432,412320,2.43E+07
1999.10.15,1779.2,20.7,1.18,1750.3,1804.5,1741.7,70467,434647,2.54E+07
1999.10.14,1758.5,-66.2,-3.63,1779.3,1806.9,1730.3,70360,488565,2.49E+07
1999.10.13,1824.7,-39.2,-2.1,1869.5,1877,1778.4,93395,601005,2.58E+07
1999.10.12,1863.9,138.8,8.05,1772.3,1876.7,1772.3,57456,514063,2.64E+07
1999.10.11,1725.1,58.3,3.5,1673.8,1738,1656.7,48222,294629,2.46E+07
1999.10.8,1666.8,-7.7,-0.46,1694,1727.7,1659.1,39504,225156,2.38E+07
1999.10.7,1674.5,76.8,4.81,1621.3,1675.1,1609.2,30510,210283,2.39E+07
1999.10.6,1597.7,44.8,2.88,1572.3,1598.4,1546.5,24562,143867,2.30E+07
1999.10.5,1552.9,19.9,1.3,1529.1,1655.2,1529.1,44591,256186,2.24E+07
1999.10.4,1533,28.6,1.9,1510,1551.7,1504,19827,125427,2.21E+07
1999.10.1,1504.4,-66.8,-4.25,1556.7,1573.1,1455,18276,137420,2.17E+07
1999.9.30,1571.2,-45.2,-2.8,1566.1,1637.4,1556.9,18838,122812,2.25E+07
1999.9.29,1616.4,-57.4,-3.43,1661.8,1661.9,1613.8,18545,123102,2.32E+07
1999.9.28,1673.8,-34.4,-2.01,1690.5,1701.6,1650.8,20177,113524,2.40E+07
1999.9.27,1708.2,-57.1,-3.23,1756.5,1764.6,1698.2,14641,113528,2.45E+07
1999.9.22,1765.3,11.5,0.66,1743.3,1772.6,1732.3,30383,260083,2.53E+07
1999.9.21,1753.8,15.1,0.87,1725.9,1758.8,1705.5,20178,158835,2.51E+07
1999.9.20,1738.7,-1.7,-0.1,1723.3,1749.2,1708.8,15179,121399,2.49E+07
1999.9.17,1740.4,-22.2,-1.26,1732.4,1740.4,1686,18819,135947,2.50E+07
1999.9.16,1762.6,-75.2,-4.09,1828.4,1843.4,1752.3,20631,148057,2.47E+07
1999.9.15,1837.8,2.3,0.13,1815.1,1847.5,1804.3,26936,175499,2.56E+07
1999.9.14,1835.5,-8.3,-0.45,1835.3,1839.3,1796.4,22510,150431,2.55E+07
1999.9.13,1843.8,-27.5,-1.47,1869.8,1869.8,1822.1,19677,163922,2.56E+07
