측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20220402,서남권,금천구,28,16,0.033,0.021,0.3,0.003
20220402,서남권,양천구,33,20,0.034,0.022,0.4,0.003
20220402,동남권,강남구,30,16,0.037,0.02,0.4,0.004
20220402,동남권,서초구,29,13,0.033,0.021,0.4,0.002
20220402,동남권,송파구,32,17,0.03,0.03,0.4,0.003
20220402,동남권,강동구,33,18,0.026,0.026,0.4,0.003
20220401,도심권,중구,12,7,0.037,0.017,0.4,0.004
20220401,도심권,종로구,15,9,0.035,0.017,0.4,0.003
20220401,도심권,용산구,16,10,0.031,0.015,0.3,0.003
20220401,서북권,은평구,14,10,0.031,0.017,0.4,0.003
20220401,서북권,서대문구,14,6,0.036,0.014,0.5,0.003
20220401,서북권,마포구,16,7,0.037,0.018,0.3,0.003
20220401,동북권,광진구,13,7,0.037,0.013,0.3,0.003
20220401,동북권,성동구,15,6,0.024,0.01,0.2,0.002
20220401,동북권,중랑구,15,6,0.035,0.014,0.3,0.003
20220401,동북권,동대문구,17,8,0.032,0.018,0.3,0.003
20220401,동북권,성북구,17,8,0.031,0.018,0.4,0.003
20220401,동북권,도봉구,13,8,0.032,0.014,0.3,0.003
20220401,동북권,강북구,16,8,0.033,0.012,0.3,0.003
20220401,동북권,노원구,17,11,0.033,0.014,0.4,0.002
20220401,서남권,강서구,18,8,0.031,0.019,0.4,0.003
20220401,서남권,구로구,17,5,0.032,0.017,0.3,0.003
20220401,서남권,영등포구,15,8,0.03,0.02,0.4,0.002
20220401,서남권,동작구,17,9,0.031,0.021,0.3,0.002
20220401,서남권,관악구,16,8,0.033,0.021,0.4,0.002
20220401,서남권,금천구,14,6,0.029,0.02,0.3,0.003
20220401,서남권,양천구,17,9,0.028,0.021,0.4,0.002
20220401,동남권,강남구,14,7,0.033,0.017,0.3,0.003
20220401,동남권,서초구,12,3,0.032,0.018,0.4,0.002
20220401,동남권,송파구,17,7,0.033,0.021,0.4,0.003
20220401,동남권,강동구,14,7,0.03,0.014,0.3,0.002
20220331,도심권,중구,15,9,0.036,0.015,0.3,0.003
20220331,도심권,종로구,19,11,0.035,0.014,0.4,0.003
20220331,도심권,용산구,19,11,0.031,0.013,0.3,0.003
20220331,서북권,은평구,17,14,0.035,0.01,0.4,0.002
20220331,서북권,서대문구,18,7,0.038,0.011,0.5,0.002
20220331,서북권,마포구,19,8,0.037,0.016,0.3,0.002
20220331,동북권,광진구,22,11,0.033,0.014,0.4,0.003
20220331,동북권,성동구,23,10,0.022,0.01,0.2,0.002
20220331,동북권,중랑구,23,11,0.031,0.017,0.3,0.002
20220331,동북권,동대문구,23,11,0.033,0.015,0.3,0.002
20220331,동북권,성북구,23,11,0.032,0.015,0.4,0.002
20220331,동북권,도봉구,17,12,0.031,0.013,0.3,0.003
20220331,동북권,강북구,11,11,0.034,0.01,0.3,0.003
20220331,동북권,노원구,21,11,0.034,0.009,0.4,0.002
20220331,서남권,강서구,21,9,0.036,0.014,0.4,0.002
20220331,서남권,구로구,24,11,0.035,0.011,0.3,0.003
20220331,서남권,영등포구,19,9,0.031,0.017,0.4,0.002
20220331,서남권,동작구,21,12,0.037,0.014,0.3,0.002
20220331,서남권,관악구,20,9,0.035,0.017,0.4,0.002
20220331,서남권,금천구,16,9,0.032,0.013,0.3,0.002
20220331,서남권,양천구,21,10,0.034,0.014,0.4,0.002
20220331,동남권,강남구,22,10,0.034,0.015,0.3,0.003
20220331,동남권,서초구,19,9,0.033,0.006,0.4,0.002
20220331,동남권,송파구,24,11,0.031,0.019,0.4,0.003
20220331,동남권,강동구,27,14,0.026,0.014,0.3,0.002
20220330,도심권,중구,31,16,0.018,0.039,0.5,0.004
20220330,도심권,종로구,34,17,0.018,0.036,0.5,0.003
20220330,도심권,용산구,36,17,0.015,0.033,0.4,0.003
20220330,서북권,은평구,30,20,0.023,0.026,0.5,0.002
20220330,서북권,서대문구,32,13,0.023,0.028,0.7,0.003
20220330,서북권,마포구,34,15,0.018,0.041,0.5,0.003
20220330,동북권,광진구,35,15,0.016,0.032,0.5,0.003
20220330,동북권,성동구,37,14,0.011,0.023,0.3,0.003
20220330,동북권,중랑구,32,14,0.018,0.033,0.4,0.003
20220330,동북권,동대문구,38,16,0.017,0.04,0.5,0.003
20220330,동북권,성북구,39,17,0.016,0.036,0.5,0.002
20220330,동북권,도봉구,31,17,0.019,0.028,0.4,0.003
20220330,동북권,강북구,33,15,0.023,0.025,0.4,0.003
20220330,동북권,노원구,34,17,0.018,0.03,0.5,0.003
20220330,서남권,강서구,37,15,0.02,0.036,0.5,0.003
20220330,서남권,구로구,38,16,0.019,0.031,0.5,0.003
20220330,서남권,영등포구,34,16,0.015,0.041,0.5,0.003
20220330,서남권,동작구,35,16,0.021,0.035,0.4,0.003
20220330,서남권,관악구,33,14,0.021,0.036,0.5,0.003
20220330,서남권,금천구,32,13,0.021,0.029,0.4,0.003
20220330,서남권,양천구,37,16,0.018,0.037,0.5,0.003
20220330,동남권,강남구,37,16,0.016,0.038,0.5,0.003
20220330,동남권,서초구,35,15,0.016,0.018,0.5,0.002
20220330,동남권,송파구,37,16,0.015,0.042,0.5,0.003
20220330,동남권,강동구,41,18,0.012,0.037,0.4,0.002
20220329,도심권,중구,30,15,0.029,0.033,0.5,0.004
20220329,도심권,종로구,36,17,0.028,0.031,0.5,0.003
20220329,도심권,용산구,39,17,0.024,0.029,0.4,0.003
20220329,서북권,은평구,35,17,0.03,0.026,0.4,0.003
20220329,서북권,서대문구,35,11,0.032,0.026,0.7,0.005
20220329,서북권,마포구,38,14,0.03,0.034,0.4,0.004
20220329,동북권,광진구,38,15,0.027,0.028,0.4,0.003
20220329,동북권,성동구,39,14,0.018,0.02,0.3,0.003
20220329,동북권,중랑구,37,14,0.028,0.029,0.4,0.003
20220329,동북권,동대문구,38,15,0.029,0.033,0.4,0.003
20220329,동북권,성북구,41,15,0.026,0.031,0.4,0.003
20220329,동북권,도봉구,33,15,0.029,0.024,0.4,0.004
20220329,동북권,강북구,35,15,0.029,0.022,0.4,0.003
20220329,동북권,노원구,39,19,0.028,0.028,0.5,0.004
20220329,서남권,강서구,43,16,0.029,0.032,0.4,0.004
20220329,서남권,구로구,41,15,0.029,0.026,0.4,0.003
20220329,서남권,영등포구,34,16,0.027,0.033,0.4,0.003
20220329,서남권,동작구,35,16,0.034,0.026,0.4,0.003
20220329,서남권,관악구,34,14,0.03,0.033,0.5,0.003
20220329,서남권,금천구,34,15,0.028,0.028,0.3,0.003
20220329,서남권,양천구,39,17,0.028,0.03,0.4,0.003
20220329,동남권,강남구,38,15,0.026,0.032,0.4,0.004
20220329,동남권,서초구,35,13,0.028,0.021,0.4,0.002
20220329,동남권,송파구,42,17,0.025,0.037,0.5,0.003
20220329,동남권,강동구,40,18,0.021,0.031,0.4,0.003
20220328,도심권,중구,25,12,0.034,0.025,0.4,0.004
20220328,도심권,종로구,28,14,0.032,0.024,0.4,0.003
20220328,도심권,용산구,31,13,0.029,0.022,0.3,0.003
20220328,서북권,은평구,33,15,0.03,0.023,0.4,0.002
20220328,서북권,서대문구,32,10,0.033,0.021,0.6,0.004
20220328,서북권,마포구,32,13,0.033,0.03,0.4,0.004
20220328,동북권,광진구,24,10,0.032,0.021,0.3,0.004
20220328,동북권,성동구,27,9,0.021,0.015,0.3,0.002
20220328,동북권,중랑구,26,10,0.031,0.023,0.4,0.003
20220328,동북권,동대문구,29,11,0.032,0.026,0.4,0.003
20220328,동북권,성북구,32,11,0.029,0.025,0.4,0.002
20220328,동북권,도봉구,24,11,0.032,0.017,0.3,0.003
20220328,동북권,강북구,29,11,0.035,0.016,0.4,0.002
20220328,동북권,노원구,28,14,0.03,0.022,0.4,0.003
20220328,서남권,강서구,38,14,0.029,0.027,0.4,0.004
20220328,서남권,구로구,36,11,0.03,0.022,0.4,0.004
20220328,서남권,영등포구,29,13,0.029,0.027,0.4,0.003
20220328,서남권,동작구,40,15,0.03,0.028,0.4,0.003
20220328,서남권,관악구,30,12,0.032,0.028,0.4,0.003
20220328,서남권,금천구,31,13,0.025,0.031,0.4,0.003
20220328,서남권,양천구,35,15,0.028,0.026,0.4,0.003
20220328,동남권,강남구,28,11,0.029,0.024,0.4,0.003
20220328,동남권,서초구,30,9,0.03,0.015,0.4,0.002
20220328,동남권,송파구,29,13,0.029,0.031,0.4,0.003
20220328,동남권,강동구,27,12,0.021,0.026,0.3,0.002
20220327,도심권,중구,24,12,0.042,0.015,0.4,0.003
20220327,도심권,종로구,30,13,0.04,0.014,0.4,0.003
20220327,도심권,용산구,32,14,0.033,0.014,0.3,0.003
20220327,서북권,은평구,28,13,0.036,0.013,0.4,0.002
20220327,서북권,서대문구,30,11,0.037,0.014,0.6,0.003
20220327,서북권,마포구,32,12,0.041,0.016,0.3,0.003
20220327,동북권,광진구,31,12,0.039,0.013,0.3,0.004
20220327,동북권,성동구,30,11,0.026,0.01,0.3,0.002
20220327,동북권,중랑구,30,13,0.037,0.015,0.3,0.003
20220327,동북권,동대문구,32,12,0.042,0.013,0.3,0.003
20220327,동북권,성북구,34,12,0.038,0.014,0.4,0.002
20220327,동북권,도봉구,25,12,0.039,0.01,0.3,0.003
20220327,동북권,강북구,29,11,0.038,0.009,0.3,0.002
20220327,동북권,노원구,33,15,0.035,0.013,0.4,0.003
20220327,서남권,강서구,33,12,0.037,0.015,0.4,0.003
20220327,서남권,구로구,34,12,0.036,0.012,0.3,0.003
20220327,서남권,영등포구,28,12,0.036,0.014,0.4,0.003
20220327,서남권,동작구,0,13,0.04,0.014,0.3,0.003
20220327,서남권,관악구,29,12,0.038,0.016,0.4,0.003
20220327,서남권,금천구,27,10,0.034,0.014,0.3,0.003
20220327,서남권,양천구,32,14,0.034,0.016,0.4,0.003
20220327,동남권,강남구,30,11,0.04,0.012,0.3,0.003
20220327,동남권,서초구,28,9,0.039,0.011,0.4,0.002
20220327,동남권,송파구,34,15,0.037,0.017,0.4,0.003
20220327,동남권,강동구,32,12,0.032,0.012,0.3,0.002
20220326,도심권,중구,7,5,0.041,0.015,0.4,0.003
20220326,도심권,종로구,10,7,0.037,0.015,0.4,0.003
20220326,도심권,용산구,11,7,0.032,0.013,0.3,0.003
20220326,서북권,은평구,12,10,0.037,0.012,0.4,0.002
20220326,서북권,서대문구,10,4,0.041,0.012,0.5,0.002
20220326,서북권,마포구,12,5,0.037,0.016,0.3,0.003
20220326,동북권,광진구,10,5,0.037,0.014,0.4,0.004
20220326,동북권,성동구,10,4,0.022,0.011,0.3,0.002
20220326,동북권,중랑구,10,4,0.036,0.016,0.4,0.003
20220326,동북권,동대문구,11,5,0.037,0.014,0.3,0.003
20220326,동북권,성북구,11,6,0.034,0.016,0.3,0.002
20220326,동북권,도봉구,8,6,0.037,0.01,0.3,0.003
20220326,동북권,강북구,10,5,0.038,0.008,0.4,0.002
20220326,동북권,노원구,10,5,0.038,0.01,0.4,0.002
20220326,서남권,강서구,11,6,0.037,0.013,0.4,0.003
20220326,서남권,구로구,13,5,0.036,0.012,0.3,0.003
20220326,서남권,영등포구,10,6,0.033,0.016,0.4,0.002
20220326,서남권,동작구,10,6,0.04,0.012,0.3,0.002
20220326,서남권,관악구,12,4,0.033,0.017,0.4,0.002
20220326,서남권,금천구,8,3,0.036,0.014,0.3,0.002
20220326,서남권,양천구,11,6,0.035,0.014,0.4,0.002
20220326,동남권,강남구,11,5,0.035,0.015,0.4,0.003
20220326,동남권,서초구,8,3,0.036,0.012,0.4,0.002
20220326,동남권,송파구,11,5,0.034,0.017,0.4,0.003
20220326,동남권,강동구,13,5,0.027,0.014,0.3,0.002
20220325,도심권,중구,65,50,0.02,0.045,0.7,0.004
20220325,도심권,종로구,70,48,0.021,0.041,0.7,0.003
20220325,도심권,용산구,61,42,0.019,0.034,0.5,0.003
20220325,서북권,은평구,69,52,0.037,0.023,0.5,0.003
20220325,서북권,서대문구,68,40,0.031,0.029,0.7,0.003
20220325,서북권,마포구,63,47,0.023,0.039,0.6,0.003
20220325,동북권,광진구,69,49,0.027,0.027,0.5,0.004
20220325,동북권,성동구,73,42,0.017,0.022,0.4,0.003
20220325,동북권,중랑구,69,45,0.029,0.028,0.5,0.003
20220325,동북권,동대문구,78,50,0.022,0.041,0.6,0.003
20220325,동북권,성북구,80,47,0.02,0.038,0.6,0.003
20220325,동북권,도봉구,70,53,0.027,0.026,0.5,0.004
20220325,동북권,강북구,82,55,0.024,0.026,0.6,0.003
20220325,동북권,노원구,75,53,0.026,0.029,0.6,0.004
20220325,서남권,강서구,71,46,0.022,0.041,0.7,0.003
20220325,서남권,구로구,72,48,0.024,0.031,0.5,0.003
20220325,서남권,영등포구,67,49,0.02,0.041,0.7,0.003
20220325,서남권,동작구,68,47,0.031,0.032,0.5,0.003
20220325,서남권,관악구,62,43,0.025,0.038,0.6,0.003
20220325,서남권,금천구,59,41,0.026,0.03,0.5,0.003
20220325,서남권,양천구,71,47,0.021,0.039,0.6,0.003
20220325,동남권,강남구,69,44,0.02,0.035,0.5,0.003
20220325,동남권,서초구,69,48,0.024,0.034,0.6,0.002
20220325,동남권,송파구,65,42,0.025,0.037,0.6,0.004
20220325,동남권,강동구,73,47,0.023,0.028,0.5,0.003
20220324,도심권,중구,38,28,0.028,0.036,0.5,0.004
20220324,도심권,종로구,44,28,0.027,0.033,0.5,0.004
20220324,도심권,용산구,40,26,0.024,0.028,0.4,0.003
20220324,서북권,은평구,48,35,0.028,0.028,0.4,0.003
20220324,서북권,서대문구,46,25,0.029,0.028,0.6,0.004
20220324,서북권,마포구,37,24,0.025,0.034,0.4,0.003
20220324,동북권,광진구,43,28,0.027,0.029,0.5,0.004
20220324,동북권,성동구,46,24,0.017,0.021,0.3,0.002
20220324,동북권,중랑구,45,27,0.026,0.032,0.4,0.003
20220324,동북권,동대문구,48,29,0.028,0.034,0.4,0.003
20220324,동북권,성북구,55,30,0.022,0.034,0.5,0.003
20220324,동북권,도봉구,46,33,0.025,0.028,0.4,0.004
20220324,동북권,강북구,52,33,0.026,0.029,0.5,0.003
20220324,동북권,노원구,50,34,0.023,0.035,0.5,0.003
20220324,서남권,강서구,43,24,0.029,0.032,0.5,0.004
20220324,서남권,구로구,43,28,0.031,0.024,0.4,0.003
20220324,서남권,영등포구,40,27,0.029,0.029,0.5,0.003
20220324,서남권,동작구,44,27,0.034,0.027,0.4,0.003
20220324,서남권,관악구,41,25,0.032,0.03,0.5,0.003
20220324,서남권,금천구,40,24,0.029,0.029,0.4,0.003
20220324,서남권,양천구,44,26,0.028,0.03,0.5,0.003
20220324,동남권,강남구,41,24,0.03,0.027,0.4,0.003
20220324,동남권,서초구,41,28,0.028,0.027,0.5,0.003
20220324,동남권,송파구,41,25,0.027,0.033,0.5,0.004
20220324,동남권,강동구,50,30,0.024,0.029,0.4,0.003
20220323,도심권,중구,30,21,0.027,0.031,0.5,0.004
20220323,도심권,종로구,35,22,0.026,0.029,0.5,0.003
20220323,도심권,용산구,33,21,0.019,0.027,0.4,0.003
20220323,서북권,은평구,38,24,0.028,0.023,0.4,0.003
20220323,서북권,서대문구,36,18,0.028,0.026,0.6,0.004
20220323,서북권,마포구,31,17,0.022,0.033,0.4,0.003
20220323,동북권,광진구,34,20,0.025,0.027,0.5,0.004
20220323,동북권,성동구,35,18,0.016,0.018,0.3,0.002
20220323,동북권,중랑구,36,20,0.025,0.03,0.4,0.003
20220323,동북권,동대문구,37,21,0.028,0.029,0.4,0.003
20220323,동북권,성북구,41,22,0.024,0.027,0.5,0.003
20220323,동북권,도봉구,31,20,0.028,0.021,0.4,0.003
20220323,동북권,강북구,36,21,0.032,0.017,0.4,0.002
20220323,동북권,노원구,37,25,0.028,0.029,0.5,0.003
20220323,서남권,강서구,37,19,0.025,0.029,0.5,0.004
20220323,서남권,구로구,35,18,0.024,0.027,0.4,0.003
20220323,서남권,영등포구,32,20,0.021,0.029,0.5,0.003
20220323,서남권,동작구,34,20,0.029,0.026,0.4,0.003
20220323,서남권,관악구,32,18,0.025,0.031,0.5,0.003
20220323,서남권,금천구,31,18,0.024,0.029,0.4,0.004
20220323,서남권,양천구,35,21,0.022,0.029,0.5,0.003
20220323,동남권,강남구,33,18,0.026,0.028,0.4,0.003
20220323,동남권,서초구,34,18,0.025,0.028,0.4,0.003
20220323,동남권,송파구,35,20,0.022,0.032,0.5,0.003
20220323,동남권,강동구,38,22,0.02,0.029,0.4,0.003
20220322,도심권,중구,30,23,0.04,0.024,0.5,0.003
20220322,도심권,종로구,34,26,0.04,0.021,0.5,0.003
20220322,도심권,용산구,35,25,0.032,0.021,0.4,0.003
20220322,서북권,은평구,39,27,0.039,0.018,0.4,0.002
20220322,서북권,서대문구,36,19,0.045,0.016,0.6,0.004
20220322,서북권,마포구,34,22,0.035,0.022,0.4,0.003
20220322,동북권,광진구,32,22,0.042,0.017,0.4,0.004
20220322,동북권,성동구,37,21,0.027,0.013,0.3,0.002
20220322,동북권,중랑구,35,22,0.04,0.02,0.4,0.003
20220322,동북권,동대문구,36,24,0.044,0.02,0.4,0.003
20220322,동북권,성북구,38,22,0.039,0.022,0.4,0.003
20220322,동북권,도봉구,32,24,0.04,0.015,0.4,0.003
20220322,동북권,강북구,39,26,0.043,0.013,0.4,0.002
20220322,동북권,노원구,36,26,0.045,0.019,0.5,0.003
20220322,서남권,강서구,40,23,0.039,0.022,0.5,0.003
20220322,서남권,구로구,37,22,0.04,0.019,0.4,0.003
20220322,서남권,영등포구,35,25,0.035,0.023,0.5,0.003
20220322,서남권,동작구,39,27,0.041,0.022,0.5,0.003
20220322,서남권,관악구,36,24,0.04,0.023,0.5,0.003
20220322,서남권,금천구,35,23,0.038,0.022,0.4,0.003
20220322,서남권,양천구,39,26,0.037,0.021,0.5,0.003
20220322,동남권,강남구,34,21,0.039,0.021,0.4,0.003
20220322,동남권,서초구,34,22,0.035,0.025,0.5,0.003
20220322,동남권,송파구,34,21,0.04,0.023,0.5,0.003
20220322,동남권,강동구,36,23,0.032,0.021,0.4,0.003
20220321,도심권,중구,24,16,0.032,0.025,0.4,0.003
20220321,도심권,종로구,28,18,0.032,0.023,0.5,0.003
20220321,도심권,용산구,28,17,0.026,0.022,0.4,0.003
20220321,서북권,은평구,26,17,0.029,0.021,0.4,0.002
20220321,서북권,서대문구,29,15,0.033,0.02,0.5,0.003
20220321,서북권,마포구,26,14,0.028,0.028,0.4,0.003
20220321,동북권,광진구,27,15,0.029,0.023,0.4,0.004
20220321,동북권,성동구,27,13,0.02,0.014,0.3,0.002
20220321,동북권,중랑구,26,14,0.031,0.021,0.4,0.003
20220321,동북권,동대문구,28,17,0.031,0.025,0.4,0.003
20220321,동북권,성북구,29,14,0.029,0.025,0.5,0.003
20220321,동북권,도봉구,23,16,0.031,0.018,0.3,0.003
20220321,동북권,강북구,30,16,0.033,0.016,0.4,0.002
20220321,동북권,노원구,29,18,0.031,0.025,0.5,0.003
20220321,서남권,강서구,31,16,0.03,0.025,0.5,0.003
20220321,서남권,구로구,30,14,0.028,0.025,0.4,0.003
20220321,서남권,영등포구,27,16,0.025,0.027,0.5,0.003
20220321,서남권,동작구,30,18,0.029,0.026,0.4,0.003
20220321,서남권,관악구,27,15,0.028,0.029,0.5,0.003
20220321,서남권,금천구,25,15,0.025,0.027,0.4,0.003
20220321,서남권,양천구,31,18,0.026,0.026,0.5,0.003
20220321,동남권,강남구,27,14,0.028,0.024,0.4,0.003
20220321,동남권,서초구,24,13,0.029,0.025,0.4,0.003
20220321,동남권,송파구,29,15,0.025,0.031,0.5,0.003
20220321,동남권,강동구,29,15,0.023,0.024,0.4,0.002
20220320,도심권,중구,16,14,0.033,0.018,0.4,0.003
20220320,도심권,종로구,19,14,0.032,0.016,0.4,0.003
20220320,도심권,용산구,19,14,0.026,0.014,0.3,0.002
20220320,서북권,은평구,18,17,0.03,0.014,0.3,0.002
20220320,서북권,서대문구,21,14,0.03,0.016,0.5,0.002
20220320,서북권,마포구,18,14,0.027,0.021,0.4,0.003
20220320,동북권,광진구,19,13,0.031,0.016,0.4,0.004
20220320,동북권,성동구,21,11,0.021,0.012,0.3,0.002
20220320,동북권,중랑구,18,11,0.03,0.019,0.4,0.003
20220320,동북권,동대문구,20,14,0.033,0.016,0.4,0.003
20220320,동북권,성북구,21,12,0.028,0.019,0.4,0.002
20220320,동북권,도봉구,12,11,0.028,0.013,0.3,0.003
20220320,동북권,강북구,18,11,0.029,0.012,0.4,0.002
20220320,동북권,노원구,18,12,0.029,0.02,0.4,0.003
20220320,서남권,강서구,23,16,0.029,0.019,0.4,0.003
20220320,서남권,구로구,26,17,0.028,0.018,0.4,0.003
20220320,서남권,영등포구,23,17,0.026,0.019,0.4,0.003
20220320,서남권,동작구,22,16,0.033,0.015,0.3,0.002
20220320,서남권,관악구,22,15,0.029,0.02,0.5,0.003
20220320,서남권,금천구,22,15,0.028,0.018,0.4,0.003
20220320,서남권,양천구,25,19,0.024,0.021,0.4,0.002
20220320,동남권,강남구,21,13,0.031,0.016,0.4,0.003
20220320,동남권,서초구,20,14,0.032,0.014,0.4,0.002
20220320,동남권,송파구,19,12,0.028,0.019,0.4,0.002
20220320,동남권,강동구,22,14,0.024,0.017,0.4,0.002
20220319,도심권,중구,3,2,0.033,0.017,0.3,0.003
20220319,도심권,종로구,4,2,0.031,0.015,0.4,0.002
20220319,도심권,용산구,5,4,0.026,0.014,0.3,0.002
20220319,서북권,은평구,3,4,0.036,0.008,0.2,0.002
20220319,서북권,서대문구,4,2,0.034,0.012,0.4,0.001
20220319,서북권,마포구,5,2,0.029,0.018,0.3,0.002
20220319,동북권,광진구,4,1,0.033,0.013,0.3,0.004
20220319,동북권,성동구,6,1,0.023,0.009,0.2,0.002
20220319,동북권,중랑구,5,1,0.034,0.013,0.3,0.002
20220319,동북권,동대문구,5,2,0.032,0.016,0.3,0.002
20220319,동북권,성북구,6,3,0.028,0.017,0.4,0.002
20220319,동북권,도봉구,4,3,0.028,0.014,0.3,0.003
20220319,동북권,강북구,4,2,0.031,0.011,0.3,0.002
20220319,동북권,노원구,5,3,0.032,0.018,0.3,0.003
20220319,서남권,강서구,8,2,0.029,0.017,0.4,0.002
20220319,서남권,구로구,6,2,0.027,0.018,0.3,0.003
20220319,서남권,영등포구,7,3,0.026,0.018,0.4,0.002
20220319,서남권,동작구,8,5,0.028,0.018,0.3,0.002
20220319,서남권,관악구,8,4,0.024,0.021,0.4,0.002
20220319,서남권,금천구,7,5,0.026,0.018,0.3,0.002
20220319,서남권,양천구,6,3,0.026,0.018,0.4,0.002
20220319,동남권,강남구,5,2,0.028,0.017,0.3,0.003
20220319,동남권,서초구,5,2,0.028,0.017,0.4,0.002
20220319,동남권,송파구,7,3,0.028,0.018,0.4,0.002
20220319,동남권,강동구,4,1,0.027,0.012,0.3,0.002
20220318,도심권,중구,5,3,0.038,0.016,0.3,0.003
20220318,도심권,종로구,6,2,0.037,0.011,0.3,0.003
20220318,도심권,용산구,6,3,0.032,0.01,0.3,0.002
20220318,서북권,은평구,5,4,0.041,0.008,0.2,0.002
20220318,서북권,서대문구,5,1,0.041,0.008,0.3,0.001
20220318,서북권,마포구,7,2,0.036,0.013,0.3,0.002
20220318,동북권,광진구,5,1,0.04,0.011,0.3,0.004
20220318,동북권,성동구,7,2,0.027,0.008,0.2,0.002
20220318,동북권,중랑구,7,1,0.039,0.012,0.3,0.002
20220318,동북권,동대문구,7,2,0.038,0.013,0.3,0.003
20220318,동북권,성북구,7,2,0.034,0.015,0.3,0.002
20220318,동북권,도봉구,4,1,0.038,0.008,0.2,0.003
20220318,동북권,강북구,7,2,0.037,0.01,0.3,0.002
20220318,동북권,노원구,8,4,0.04,0.007,0.3,0.002
20220318,서남권,강서구,11,2,0.035,0.014,0.4,0.002
20220318,서남권,구로구,7,1,0.034,0.013,0.3,0.003
20220318,서남권,영등포구,10,4,0.03,0.015,0.4,0.002
20220318,서남권,동작구,7,3,0.035,0.013,0.3,0.002
20220318,서남권,관악구,7,2,0.033,0.014,0.4,0.002
20220318,서남권,금천구,6,3,0.033,0.013,0.3,0.002
20220318,서남권,양천구,8,3,0.031,0.015,0.3,0.002
20220318,동남권,강남구,7,2,0.034,0.015,0.3,0.003
20220318,동남권,서초구,8,1,0.033,0.014,0.3,0.002
20220318,동남권,송파구,8,2,0.036,0.014,0.4,0.003
20220318,동남권,강동구,6,1,0.031,0.01,0.3,0.002
20220317,도심권,중구,43,23,0.03,0.023,0.5,0.004
20220317,도심권,종로구,47,25,0.03,0.02,0.5,0.003
20220317,도심권,용산구,52,26,0.024,0.018,0.5,0.003
20220317,서북권,은평구,50,28,0.03,0.016,0.6,0.002
20220317,서북권,서대문구,44,24,0.032,0.016,0.6,0.002
20220317,서북권,마포구,47,23,0.026,0.023,0.5,0.003
20220317,동북권,광진구,45,22,0.033,0.016,0.5,0.004
20220317,동북권,성동구,49,20,0.021,0.015,0.3,0.003
20220317,동북권,중랑구,42,19,0.033,0.018,0.4,0.003
20220317,동북권,동대문구,48,23,0.031,0.019,0.5,0.003
20220317,동북권,성북구,51,24,0.031,0.02,0.4,0.003
20220317,동북권,도봉구,42,22,0.033,0.013,0.4,0.004
20220317,동북권,강북구,43,21,0.033,0.012,0.4,0.002
20220317,동북권,노원구,43,24,0.034,0.009,0.5,0.003
20220317,서남권,강서구,55,23,0.025,0.025,0.6,0.003
20220317,서남권,구로구,55,28,0.025,0.022,0.4,0.003
20220317,서남권,영등포구,51,28,0.021,0.025,0.5,0.003
20220317,서남권,동작구,53,26,0.027,0.021,0.5,0.003
20220317,서남권,관악구,49,24,0.026,0.024,0.5,0.003
20220317,서남권,금천구,49,23,0.022,0.023,0.4,0.003
20220317,서남권,양천구,56,26,0.024,0.023,0.5,0.003
20220317,동남권,강남구,46,21,0.027,0.023,0.5,0.003
20220317,동남권,서초구,50,24,0.026,0.023,0.5,0.003
20220317,동남권,송파구,51,22,0.029,0.021,0.5,0.003
20220317,동남권,강동구,47,23,0.026,0.017,0.4,0.003
20220316,도심권,중구,57,37,0.025,0.04,0.7,0.004
20220316,도심권,종로구,69,41,0.025,0.035,0.7,0.004
20220316,도심권,용산구,66,38,0.018,0.033,0.6,0.003
20220316,서북권,은평구,65,37,0.024,0.029,0.7,0.002
20220316,서북권,서대문구,68,38,0.025,0.031,0.9,0.004
20220316,서북권,마포구,55,34,0.021,0.039,0.6,0.003
20220316,동북권,광진구,67,42,0.024,0.031,0.7,0.004
20220316,동북권,성동구,68,33,0.016,0.02,0.4,0.003
20220316,동북권,중랑구,67,39,0.025,0.036,0.6,0.003
20220316,동북권,동대문구,75,46,0.024,0.035,0.6,0.003
20220316,동북권,성북구,74,38,0.022,0.039,0.7,0.003
20220316,동북권,도봉구,67,44,0.025,0.028,0.5,0.004
20220316,동북권,강북구,70,44,0.028,0.022,0.6,0.003
20220316,동북권,노원구,71,48,0.026,0.021,0.7,0.003
20220316,서남권,강서구,61,33,0.019,0.04,0.6,0.004
20220316,서남권,구로구,71,44,0.019,0.037,0.6,0.003
20220316,서남권,영등포구,62,40,0.018,0.04,0.7,0.003
20220316,서남권,동작구,66,36,0.023,0.036,0.6,0.003
20220316,서남권,관악구,60,33,0.009,0.043,0.7,0.003
20220316,서남권,금천구,60,33,0.021,0.039,0.6,0.004
20220316,서남권,양천구,70,38,0.018,0.039,0.7,0.003
20220316,동남권,강남구,69,39,0.02,0.04,0.7,0.004
20220316,동남권,서초구,73,45,0.021,0.037,0.6,0.003
20220316,동남권,송파구,70,36,0.019,0.042,0.7,0.004
20220316,동남권,강동구,74,45,0.018,0.034,0.6,0.003
20220315,도심권,중구,36,29,0.023,0.033,0.7,0.003
